StationId	DataType	FileName	Id	Lat	Long	Scenario	Constituent	SDate	EDate	YrCount	Value	Sum	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	StaNam
42771	WdmFinal	ca042771.wdm	9	34.589	-117.63	COMPUTED	PMET	'1972/01/01'	'2006/12/31'	35	92.4	92.4	0.089	0.132	0.215	0.284	0.368	0.438	0.414	0.379	0.314	0.200	0.121	0.075	EL MIRAGE
42805	WdmFinal	ca042805.wdm	9	33.669	-117.33	COMPUTED	PMET	'1970/01/01'	'2004/12/31'	35	71.02	70.86	0.110	0.134	0.179	0.218	0.260	0.272	0.280	0.260	0.226	0.167	0.121	0.098	ELSINORE
42863	WdmFinal	ca042863.wdm	9	33.121	-117.09	COMPUTED	PMET	'1980/01/01'	'2004/12/31'	25	82.36	82.36	0.150	0.169	0.210	0.251	0.279	0.290	0.297	0.290	0.259	0.205	0.167	0.137	ESCONDIDO NO 2
42910	WdmFinal	ca042910.wdm	9	40.811	-124.16	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	45.9	45.9	0.065	0.105	0.135	0.146	0.174	0.204	0.203	0.173	0.122	0.087	0.046	0.047	EUREKA WFO WOODLEY IS
42934	WdmFinal	ca042934.wdm	9	38.274	-122.07	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	74.18	74.29	0.050	0.097	0.163	0.227	0.305	0.366	0.367	0.330	0.251	0.159	0.076	0.045	FAIRFIELD
42941	WdmFinal	ca042941.wdm	9	34.704	-118.43	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	104.58	104.74	0.121	0.166	0.224	0.271	0.364	0.454	0.471	0.437	0.369	0.259	0.175	0.124	FAIRMONT
43004	WdmFinal	ca043004.wdm	9	37.051	-122.07	COMPUTED	PMET	'2001/01/01'	'2006/12/31'	6	64.53	64.52	0.079	0.100	0.152	0.178	0.255	0.293	0.290	0.259	0.210	0.151	0.097	0.051	FELTON
43083	WdmFinal	ca043083.wdm	9	36.364	-120.16	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	88.12	87.97	0.064	0.111	0.189	0.265	0.371	0.442	0.437	0.382	0.289	0.189	0.095	0.048	FIVE POINTS 5 SSW
43157	WdmFinal	ca043157.wdm	9	41.859	-120.15	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	56.19	56.31	0.020	0.050	0.114	0.177	0.244	0.286	0.312	0.271	0.201	0.114	0.041	0.015	FORT BIDWELL
43182	WdmFinal	ca043182.wdm	9	41.6	-122.85	COMPUTED	PMET	'1977/01/01'	'2005/12/30'	29	64.58	64.57	0.033	0.074	0.142	0.196	0.264	0.326	0.351	0.314	0.223	0.133	0.043	0.015	FORT JONES RANGER STN
43191	WdmFinal	ca043191.wdm	9	38.515	-123.24	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	62.72	62.52	0.049	0.090	0.142	0.193	0.254	0.301	0.300	0.269	0.208	0.133	0.068	0.043	FORT ROSS
43244	WdmFinal	ca043244.wdm	9	37.542	-122.02	COMPUTED	PMET	'1997/01/01'	'2006/12/31'	10	82.69	82.69	0.074	0.127	0.211	0.251	0.325	0.378	0.371	0.335	0.277	0.195	0.103	0.064	FREMONT
43256	WdmFinal	ca043256.wdm	9	36.752	-119.7	COMPUTED	PMET	'1999/01/01'	'2006/12/31'	8	88.44	88.44	0.067	0.098	0.194	0.252	0.375	0.451	0.449	0.388	0.298	0.188	0.092	0.044	FRESNO 5 NE
43257	WdmFinal	ca043257.wdm	9	36.78	-119.72	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	88.36	88.36	0.064	0.105	0.180	0.262	0.377	0.451	0.447	0.389	0.291	0.191	0.091	0.046	FRESNO YOSEMITE INTL
43261	WdmFinal	ca043261.wdm	9	36.997	-119.71	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	85.14	85.32	0.058	0.102	0.173	0.246	0.356	0.434	0.439	0.383	0.286	0.185	0.089	0.044	FRIANT GOVERNMENT CAMP
43392	WdmFinal	ca043392.wdm	9	34.087	-118.48	COMPUTED	PMET	'2001/01/01'	'2006/12/31'	6	75.75	75.74	0.150	0.149	0.208	0.224	0.252	0.269	0.270	0.265	0.246	0.173	0.159	0.120	GETTY CENTER
43417	WdmFinal	ca043417.wdm	9	37.007	-121.56	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	71.38	71	0.086	0.120	0.164	0.213	0.273	0.311	0.302	0.275	0.222	0.169	0.114	0.080	GILROY
43463	WdmFinal	ca043463.wdm	9	35.727	-118.7	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	65.96	65.84	0.048	0.077	0.131	0.181	0.269	0.325	0.331	0.299	0.243	0.149	0.066	0.040	GLENNVILLE
43573	WdmFinal	ca043573.wdm	9	39.204	-121.07	COMPUTED	PMET	'1970/01/01'	'2004/12/31'	35	84.07	83.91	0.109	0.129	0.184	0.229	0.304	0.368	0.381	0.353	0.283	0.207	0.117	0.086	GRASS VALLEY NO 2
43578	WdmFinal	ca043578.wdm	9	38.431	-122.86	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	68.57	68.13	0.046	0.089	0.147	0.207	0.284	0.340	0.337	0.302	0.230	0.142	0.068	0.041	GRATON
43647	WdmFinal	ca043647.wdm	9	40.486	-123.91	COMPUTED	PMET	'1980/01/01'	'2000/12/31'	21	47.8	47.8	0.061	0.096	0.131	0.155	0.183	0.221	0.223	0.192	0.132	0.089	0.043	0.045	GRIZZLY CREEK STATE PARK
43669	WdmFinal	ca043669.wdm	9	37.844	-120.23	COMPUTED	PMET	'2001/01/01'	'2006/12/31'	6	75.25	75.24	0.045	0.074	0.150	0.206	0.311	0.386	0.405	0.356	0.278	0.162	0.070	0.023	GROVELAND 2
43710	WdmFinal	ca043710.wdm	9	36.139	-117.95	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	86.22	86.38	0.048	0.098	0.188	0.265	0.365	0.425	0.416	0.382	0.308	0.202	0.090	0.043	HAIWEE
43714	WdmFinal	ca043714.wdm	9	37.472	-122.44	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	69.71	71.39	0.076	0.128	0.184	0.226	0.280	0.317	0.297	0.272	0.231	0.165	0.100	0.065	HALF MOON BAY
43747	WdmFinal	ca043747.wdm	9	36.322	-119.64	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	87.64	87.2	0.061	0.106	0.182	0.263	0.370	0.444	0.441	0.383	0.285	0.185	0.092	0.045	HANFORD 1 S
43761	WdmFinal	ca043761.wdm	9	41.804	-123.38	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	80.5	80.17	0.079	0.132	0.209	0.259	0.320	0.367	0.387	0.324	0.252	0.160	0.080	0.058	HAPPY CAMP RS
43824	WdmFinal	ca043824.wdm	9	40.932	-121.54	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	58.36	58.14	0.023	0.042	0.095	0.162	0.235	0.308	0.333	0.294	0.223	0.129	0.044	0.015	HAT CREEK
43855	WdmFinal	ca043855.wdm	9	33.704	-115.63	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	108.36	108.54	0.162	0.209	0.281	0.337	0.408	0.441	0.428	0.384	0.329	0.250	0.185	0.147	HAYFIELD PUMPING PLANT
43861	WdmFinal	ca043861.wdm	9	37.654	-122.11	COMPUTED	PMET	'2001/01/01'	'2006/12/31'	6	81.48	81.47	0.080	0.129	0.204	0.236	0.321	0.373	0.368	0.329	0.276	0.192	0.109	0.055	HAYWARD AIR TERMINAL
43875	WdmFinal	ca043875.wdm	9	38.618	-122.87	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	73.21	72.42	0.050	0.094	0.157	0.218	0.297	0.361	0.361	0.324	0.244	0.150	0.073	0.044	HEALDSBURG
43882	WdmFinal	ca043882.wdm	9	35.684	-121.17	COMPUTED	PMET	'2000/01/01'	'2006/12/31'	7	75.33	75.33	0.063	0.086	0.164	0.205	0.311	0.386	0.367	0.333	0.268	0.159	0.084	0.043	HEARST CASTLE
43896	WdmFinal	ca043896.wdm	9	33.746	-116.94	COMPUTED	PMET	'1998/01/01'	'2006/12/31'	9	97.26	97.26	0.156	0.162	0.245	0.288	0.360	0.391	0.379	0.354	0.308	0.224	0.178	0.145	HEMET
43939	WdmFinal	ca043939.wdm	9	37.961	-119.78	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	71.96	71.74	0.038	0.074	0.139	0.211	0.290	0.353	0.379	0.346	0.262	0.163	0.068	0.027	HETCH HETCHY
44025	WdmFinal	ca044025.wdm	9	36.849	-121.42	COMPUTED	PMET	'1976/01/01'	'2006/12/31'	31	70.4	70.4	0.093	0.120	0.167	0.219	0.267	0.300	0.287	0.262	0.216	0.171	0.120	0.086	HOLLISTER 2
44176	WdmFinal	ca044176.wdm	9	37.228	-119.22	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	62.68	61.89	0.034	0.061	0.112	0.170	0.243	0.309	0.333	0.308	0.231	0.142	0.061	0.024	HUNTINGTON LAKE
44211	WdmFinal	ca044211.wdm	9	33.757	-116.71	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.63	81.57	0.116	0.144	0.185	0.233	0.302	0.345	0.336	0.304	0.261	0.194	0.145	0.110	IDYLLWILD FIRE DEPT
44223	WdmFinal	ca044223.wdm	9	32.849	-115.57	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	141.89	142.08	0.201	0.277	0.374	0.469	0.551	0.610	0.512	0.469	0.416	0.343	0.262	0.182	IMPERIAL
44232	WdmFinal	ca044232.wdm	9	36.798	-118.2	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	104.15	103.61	0.072	0.133	0.242	0.328	0.416	0.480	0.486	0.442	0.359	0.242	0.129	0.067	INDEPENDENCE
44259	WdmFinal	ca044259.wdm	9	33.709	-116.22	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	112.42	111.63	0.169	0.217	0.287	0.355	0.422	0.449	0.429	0.390	0.340	0.259	0.195	0.151	INDIO FIRE STATION
44278	WdmFinal	ca044278.wdm	9	35.652	-117.82	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	111.83	111.61	0.090	0.150	0.262	0.351	0.463	0.539	0.515	0.467	0.370	0.243	0.129	0.081	INYOKERN
44297	WdmFinal	ca044297.wdm	9	34.147	-115.12	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	113.27	113.09	0.167	0.217	0.293	0.354	0.429	0.464	0.442	0.399	0.341	0.261	0.193	0.151	IRON MOUNTAIN
44374	WdmFinal	ca044374.wdm	9	41.268	-120.29	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	54.15	53.73	0.020	0.049	0.105	0.160	0.226	0.272	0.301	0.261	0.195	0.111	0.041	0.016	JESS VALLEY
44500	WdmFinal	ca044500.wdm	9	37.957	-122.54	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	82.32	81.18	0.070	0.130	0.190	0.252	0.323	0.378	0.367	0.330	0.271	0.190	0.101	0.061	KENTFIELD
44523	WdmFinal	ca044523.wdm	9	35.783	-118.44	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	74.05	74.1	0.054	0.088	0.154	0.210	0.306	0.363	0.364	0.331	0.272	0.167	0.076	0.045	KERN RIVER PH 3
44577	WdmFinal	ca044577.wdm	9	41.579	-124.07	COMPUTED	PMET	'1970/01/01'	'2004/12/31'	35	54.65	54.55	0.072	0.119	0.157	0.171	0.206	0.238	0.238	0.207	0.163	0.109	0.058	0.052	KLAMATH
44647	WdmFinal	ca044647.wdm	9	33.547	-117.78	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	65.94	65.57	0.110	0.132	0.174	0.208	0.236	0.240	0.245	0.227	0.204	0.156	0.120	0.099	LAGUNA BEACH
44671	WdmFinal	ca044671.wdm	9	34.247	-117.19	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.15	80.9	0.075	0.111	0.178	0.236	0.308	0.386	0.375	0.347	0.289	0.176	0.105	0.065	LAKE ARROWHEAD
44701	WdmFinal	ca044701.wdm	9	39.033	-122.92	COMPUTED	PMET	'1970/01/01'	'2000/12/31'	31	60.22	59.76	0.040	0.084	0.133	0.180	0.232	0.296	0.311	0.276	0.197	0.124	0.056	0.029	LAKEPORT
44712	WdmFinal	ca044712.wdm	9	38.492	-122	COMPUTED	PMET	'1976/01/01'	'2006/12/31'	31	78.15	78.15	0.055	0.101	0.170	0.241	0.325	0.389	0.388	0.343	0.258	0.165	0.079	0.047	LAKE SOLANO
44713	WdmFinal	ca044713.wdm	9	39.318	-120.64	COMPUTED	PMET	'1970/01/01'	'2002/12/31'	33	72.73	72.38	0.085	0.105	0.143	0.188	0.253	0.322	0.349	0.321	0.254	0.182	0.099	0.071	LAKE SPAULDING
44735	WdmFinal	ca044735.wdm	9	32.768	-117.02	COMPUTED	PMET	'1970/01/01'	'2004/12/31'	35	101.51	100.29	0.162	0.216	0.273	0.311	0.343	0.355	0.360	0.355	0.323	0.251	0.191	0.152	LA MESA
44749	WdmFinal	ca044749.wdm	9	34.741	-118.21	COMPUTED	PMET	'2002/01/01'	'2006/12/31'	5	108.52	108.51	0.131	0.156	0.244	0.284	0.390	0.497	0.499	0.448	0.382	0.237	0.172	0.117	LANCASTER ATC
44838	WdmFinal	ca044838.wdm	9	41.74	-121.51	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	54.08	53.87	0.028	0.055	0.110	0.155	0.220	0.273	0.299	0.264	0.195	0.112	0.039	0.015	LAVA BEDS NAT MONUMENT
44881	WdmFinal	ca044881.wdm	9	37.957	-119.12	COMPUTED	PMET	'1989/01/01'	'2006/12/31'	18	56.61	56.61	0.017	0.035	0.092	0.160	0.236	0.304	0.337	0.296	0.205	0.113	0.043	0.014	LEE VINING
44890	WdmFinal	ca044890.wdm	9	36.382	-119.03	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	93.76	93.92	0.075	0.127	0.216	0.294	0.382	0.442	0.434	0.389	0.316	0.217	0.118	0.068	LEMON COVE
44957	WdmFinal	ca044957.wdm	9	36.203	-119.06	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	93.07	92.65	0.072	0.124	0.214	0.290	0.380	0.438	0.431	0.385	0.312	0.212	0.115	0.065	LINDSAY
44995	WdmFinal	ca044995.wdm	9	37.698	-121.81	COMPUTED	PMET	'2001/01/01'	'2006/12/31'	6	79.52	79.51	0.062	0.094	0.175	0.225	0.319	0.394	0.401	0.353	0.279	0.172	0.089	0.043	LIVERMORE MUNICIPAL AP
44997	WdmFinal	ca044997.wdm	9	37.695	-121.78	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	80.43	79.77	0.057	0.105	0.175	0.241	0.319	0.389	0.391	0.350	0.273	0.174	0.092	0.050	LIVERMORE
45026	WdmFinal	ca045026.wdm	9	36.604	-118.73	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	65.21	65.13	0.047	0.070	0.126	0.176	0.260	0.329	0.329	0.298	0.229	0.151	0.078	0.041	LODGEPOLE
45032	WdmFinal	ca045032.wdm	9	38.106	-121.29	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.22	81.01	0.056	0.105	0.179	0.248	0.329	0.399	0.398	0.356	0.274	0.173	0.089	0.048	LODI
45064	WdmFinal	ca045064.wdm	9	34.654	-120.45	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	70.97	70.16	0.120	0.149	0.201	0.217	0.250	0.258	0.239	0.228	0.216	0.175	0.138	0.112	LOMPOC
45085	WdmFinal	ca045085.wdm	9	33.812	-118.15	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	78.13	78.17	0.139	0.165	0.209	0.235	0.263	0.281	0.278	0.276	0.245	0.190	0.157	0.127	LONG BEACH DAUGHERTY AP
45114	WdmFinal	ca045114.wdm	9	33.938	-118.39	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	75.21	75.21	0.137	0.159	0.200	0.229	0.252	0.270	0.264	0.261	0.234	0.184	0.153	0.125	LOS ANGELES INTL AP
45115	WdmFinal	ca045115.wdm	9	34.051	-118.24	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	78.81	78.48	0.137	0.167	0.210	0.235	0.261	0.281	0.281	0.277	0.249	0.192	0.157	0.129	LOS ANGELES DOWNTOWN/USC
45118	WdmFinal	ca045118.wdm	9	37.053	-120.87	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	82.11	82	0.048	0.092	0.170	0.247	0.343	0.421	0.428	0.372	0.281	0.172	0.077	0.035	LOS BANOS
45120	WdmFinal	ca045120.wdm	9	36.99	-120.93	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	82.86	82.81	0.048	0.093	0.171	0.250	0.348	0.427	0.431	0.374	0.282	0.175	0.079	0.035	LOS BANOS DET RESV
45123	WdmFinal	ca045123.wdm	9	37.232	-121.96	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	83.69	83.61	0.075	0.135	0.200	0.255	0.330	0.382	0.378	0.339	0.281	0.195	0.107	0.065	LOS GATOS
45233	WdmFinal	ca045233.wdm	9	36.954	-120.04	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	86	85.94	0.059	0.104	0.176	0.256	0.363	0.438	0.438	0.380	0.284	0.184	0.090	0.044	MADERA
45280	WdmFinal	ca045280.wdm	9	37.648	-118.96	COMPUTED	PMET	'1994/01/01'	'2006/12/31'	13	61.09	61.06	0.029	0.048	0.119	0.168	0.252	0.314	0.328	0.303	0.227	0.135	0.054	0.020	MAMMOTH LAKES R.S.
45311	WdmFinal	ca045311.wdm	9	40.542	-121.58	COMPUTED	PMET	'1970/01/01'	'2005/12/30'	36	51.69	51.48	0.020	0.032	0.071	0.129	0.205	0.276	0.306	0.270	0.205	0.117	0.039	0.014	MANZANITA LAKE
45356	WdmFinal	ca045356.wdm	9	38.692	-119.78	COMPUTED	PMET	'1991/01/01'	'2003/12/31'	13	66.07	66.07	0.054	0.079	0.152	0.192	0.265	0.317	0.328	0.301	0.229	0.143	0.070	0.036	MARKLEEVILLE
45360	WdmFinal	ca045360.wdm	9	38.494	-122.13	COMPUTED	PMET	'1971/01/01'	'2006/12/31'	36	74.4	74.4	0.051	0.092	0.155	0.221	0.305	0.374	0.380	0.337	0.251	0.156	0.074	0.044	MARKLEY COVE
45378	WdmFinal	ca045378.wdm	9	38.013	-122.11	COMPUTED	PMET	'1971/01/01'	'2006/12/31'	36	85.45	85.45	0.075	0.132	0.204	0.266	0.345	0.400	0.387	0.346	0.282	0.199	0.104	0.062	MARTINEZ WATER PLANT
45385	WdmFinal	ca045385.wdm	9	39.146	-121.59	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	99.21	98.75	0.104	0.167	0.240	0.307	0.368	0.443	0.440	0.387	0.320	0.226	0.149	0.088	MARYSVILLE
45502	WdmFinal	ca045502.wdm	9	33.571	-116.08	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	110.94	110.71	0.167	0.219	0.289	0.351	0.416	0.441	0.424	0.387	0.337	0.257	0.195	0.150	MECCA FIRE STATION
45532	WdmFinal	ca045532.wdm	9	37.286	-120.51	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.77	81.67	0.047	0.090	0.167	0.246	0.340	0.423	0.429	0.373	0.280	0.170	0.076	0.035	MERCED
45679	WdmFinal	ca045679.wdm	9	40.346	-121.61	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	53.24	53.36	0.021	0.035	0.078	0.140	0.212	0.285	0.312	0.276	0.211	0.123	0.041	0.014	MINERAL
45721	WdmFinal	ca045721.wdm	9	34.944	-115.55	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	118.03	118.31	0.138	0.198	0.290	0.366	0.463	0.536	0.485	0.438	0.365	0.274	0.191	0.137	MITCHELL CAVERNS
45738	WdmFinal	ca045738.wdm	9	37.624	-120.95	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.71	81.08	0.048	0.092	0.168	0.245	0.338	0.417	0.423	0.367	0.278	0.170	0.075	0.035	MODESTO AP
45756	WdmFinal	ca045756.wdm	9	35.049	-118.16	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	110.55	110.25	0.131	0.175	0.245	0.293	0.397	0.485	0.487	0.449	0.374	0.268	0.182	0.129	MOJAVE
45785	WdmFinal	ca045785.wdm	9	41.781	-122.47	COMPUTED	PMET	'1995/01/01'	'2006/12/31'	12	66.16	66.16	0.033	0.080	0.151	0.191	0.266	0.331	0.367	0.326	0.234	0.130	0.043	0.016	MONTAGUE 5 NE
45790	WdmFinal	ca045790.wdm	9	34.019	-118.1	COMPUTED	PMET	'1979/01/01'	'2005/12/31'	27	80.78	80.78	0.142	0.164	0.213	0.250	0.273	0.290	0.291	0.285	0.257	0.196	0.159	0.132	MONTEBELLO
45795	WdmFinal	ca045795.wdm	9	36.59	-121.91	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	63.56	63.75	0.088	0.118	0.156	0.197	0.235	0.262	0.250	0.231	0.197	0.157	0.115	0.085	MONTEREY
45802	WdmFinal	ca045802.wdm	9	36.592	-121.86	COMPUTED	PMET	'1996/01/01'	'2006/12/31'	11	67.35	67.36	0.093	0.114	0.174	0.207	0.254	0.284	0.267	0.247	0.206	0.158	0.117	0.087	MONTEREY NWSFO
45866	WdmFinal	ca045866.wdm	9	35.367	-120.84	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	70.28	70.19	0.059	0.100	0.157	0.209	0.285	0.343	0.326	0.297	0.236	0.157	0.082	0.050	MORRO BAY FIRE DEPT
45890	WdmFinal	ca045890.wdm	9	35.471	-115.54	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	112.82	113.41	0.116	0.170	0.273	0.348	0.451	0.542	0.489	0.440	0.365	0.259	0.160	0.107	MOUNTAIN PASS
45915	WdmFinal	ca045915.wdm	9	37.879	-121.93	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	77.91	78.23	0.059	0.103	0.164	0.226	0.301	0.377	0.394	0.354	0.271	0.174	0.090	0.052	MOUNT DIABLO JUNCTION
45933	WdmFinal	ca045933.wdm	9	37.344	-121.64	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	73.3	73.67	0.055	0.093	0.146	0.203	0.281	0.360	0.384	0.343	0.258	0.162	0.083	0.047	MOUNT HAMILTON
45941	WdmFinal	ca045941.wdm	9	41.784	-122.04	COMPUTED	PMET	'1970/01/01'	'2005/12/30'	36	52.51	52.3	0.025	0.055	0.114	0.160	0.218	0.261	0.286	0.251	0.185	0.105	0.038	0.015	MOUNT HEBRON RNG STN
45983	WdmFinal	ca045983.wdm	9	41.321	-122.31	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	69.5	69.52	0.063	0.094	0.156	0.212	0.277	0.328	0.348	0.309	0.235	0.157	0.061	0.038	MOUNT SHASTA
46066	WdmFinal	ca046066.wdm	9	38.21	-122.28	COMPUTED	PMET	'2001/01/01'	'2006/12/31'	6	69.18	69.17	0.053	0.086	0.156	0.197	0.284	0.348	0.347	0.305	0.235	0.146	0.072	0.037	NAPA COUNTY AP
46074	WdmFinal	ca046074.wdm	9	38.278	-122.26	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	71.84	71.44	0.051	0.097	0.157	0.218	0.294	0.351	0.349	0.314	0.241	0.153	0.074	0.045	NAPA STATE HOSPITAL
46118	WdmFinal	ca046118.wdm	9	34.768	-114.62	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	150.3	150.42	0.199	0.290	0.386	0.474	0.551	0.626	0.579	0.525	0.442	0.362	0.289	0.213	NEEDLES AP
46136	WdmFinal	ca046136.wdm	9	39.247	-121	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.12	80.25	0.095	0.120	0.167	0.218	0.285	0.359	0.379	0.347	0.276	0.198	0.108	0.078	NEVADA CITY
46144	WdmFinal	ca046144.wdm	9	37.515	-122.03	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	83.31	82.73	0.077	0.139	0.204	0.260	0.325	0.373	0.362	0.329	0.275	0.196	0.109	0.067	NEWARK
46154	WdmFinal	ca046154.wdm	9	34.946	-119.68	COMPUTED	PMET	'1974/01/01'	'2005/12/31'	32	80.92	80.92	0.061	0.105	0.177	0.241	0.335	0.388	0.384	0.349	0.287	0.183	0.092	0.050	NEW CUYAMA FIRE STN
46161	WdmFinal	ca046161.wdm	9	34.393	-118.59	COMPUTED	PMET	'1998/01/01'	'2006/12/31'	9	108.38	108.37	0.146	0.163	0.252	0.286	0.377	0.451	0.468	0.440	0.373	0.257	0.193	0.146	NEWHALL 5NW
46168	WdmFinal	ca046168.wdm	9	37.281	-121.02	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	82	82	0.049	0.093	0.169	0.248	0.343	0.422	0.426	0.370	0.280	0.172	0.077	0.036	NEWMAN
46174	WdmFinal	ca046174.wdm	9	38.005	-120.49	COMPUTED	PMET	'1994/01/01'	'2006/12/31'	13	83.87	83.87	0.072	0.107	0.199	0.236	0.328	0.403	0.412	0.372	0.291	0.186	0.092	0.049	NEW MELONES DAM HQ
46175	WdmFinal	ca046175.wdm	9	33.603	-117.88	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	66.15	65.53	0.111	0.133	0.174	0.207	0.237	0.240	0.243	0.225	0.203	0.157	0.121	0.099	NEWPORT BEACH HARBOR
46252	WdmFinal	ca046252.wdm	9	37.231	-119.51	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	76.1	75.85	0.042	0.078	0.145	0.219	0.308	0.376	0.397	0.366	0.280	0.172	0.072	0.030	NORTH FORK RS
46263	WdmFinal	ca046263.wdm	9	34.238	-118.53	COMPUTED	PMET	'1999/01/01'	'2005/12/31'	7	78.1	78.11	0.141	0.141	0.216	0.228	0.264	0.284	0.291	0.289	0.255	0.183	0.149	0.121	NORTHRIDGE CAL STATE
46336	WdmFinal	ca046336.wdm	9	37.798	-122.26	COMPUTED	PMET	'1971/01/01'	'2006/12/31'	36	82.11	82.11	0.082	0.138	0.202	0.258	0.325	0.369	0.351	0.320	0.270	0.199	0.111	0.069	OAKLAND MUSEUM
46377	WdmFinal	ca046377.wdm	9	33.21	-117.39	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	96.31	96.46	0.158	0.209	0.268	0.305	0.332	0.338	0.338	0.336	0.305	0.239	0.185	0.152	OCEANSIDE MARINA
46399	WdmFinal	ca046399.wdm	9	34.448	-119.23	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	66.63	66.82	0.083	0.117	0.172	0.206	0.240	0.267	0.273	0.263	0.227	0.156	0.109	0.080	OJAI
46498	WdmFinal	ca046498.wdm	9	41.362	-124.02	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	51.89	52.05	0.065	0.111	0.145	0.162	0.197	0.230	0.233	0.202	0.159	0.103	0.054	0.047	ORICK PRAIRIE CREEK PARK
46506	WdmFinal	ca046506.wdm	9	39.746	-122.2	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	82.2	82.04	0.061	0.110	0.178	0.251	0.325	0.404	0.396	0.343	0.281	0.187	0.100	0.053	ORLAND
46508	WdmFinal	ca046508.wdm	9	41.309	-123.53	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	80.7	80.53	0.082	0.133	0.200	0.257	0.325	0.370	0.389	0.326	0.257	0.162	0.081	0.060	ORLEANS
